OrderID,Region,Product,Quantity,UnitPrice,Discount,AdvertisingSpend,CustomerAge,Sales
1145,West,Furniture,10,2628,10,6058,20,23652.0
1146,East,Clothing,9,1269,20,686,43,9136.8
1147,East,Food,15,930,10,3035,25,12555.0
1148,East,Clothing,8,1751,20,2432,23,11206.4
1149,North,Food,5,1236,5,9540,33,5871.0
1150,West,Electronics,11,2910,0,2532,41,32010.0
1151,East,Electronics,2,575,10,1752,56,1035.0
1152,East,Electronics,15,2910,10,6009,47,39285.0
1153,North,Furniture,6,1426,20,5574,62,6844.8
1154,East,Clothing,8,1119,5,2381,30,8504.4
1155,North,Furniture,5,1936,5,769,22,9196.0
1156,South,Electronics,16,4356,20,2130,42,55756.8
1157,East,Clothing,18,2548,5,4905,37,43570.8
1158,South,Electronics,6,4393,15,6639,35,22404.3
1159,North,Furniture,5,1383,0,2074,64,6915.0
1160,West,Furniture,16,759,10,2195,35,10929.6
1161,East,Furniture,13,2110,0,3758,19,27430.0
1162,North,Electronics,5,498,10,3762,27,2241.0
1163,West,Clothing,13,1833,15,1945,62,20254.65
1164,West,Clothing,17,2225,5,6763,64,35933.75
1165,South,Electronics,18,2271,20,8911,29,32702.4
1166,North,Clothing,8,174,15,552,64,1183.2
1167,West,Electronics,13,4797,0,6070,30,62361.0
1168,East,Clothing,19,3571,20,8079,64,54279.2
1169,East,Food,3,936,5,2166,28,2667.6
1170,South,Food,8,599,15,7401,36,4073.2
1171,West,Furniture,2,237,20,3285,52,379.2
1172,North,Food,8,2197,15,1219,56,14939.6
1173,East,Food,13,3796,15,9097,43,41945.8
1174,West,Food,13,1985,5,7355,63,24514.75
1175,West,Electronics,1,2857,10,2794,31,2571.3
1176,South,Food,6,4020,20,8763,62,19296.0
1177,East,Food,19,2000,5,9921,61,36100.0
1178,East,Furniture,16,2710,15,4982,41,36856.0
1179,North,Food,8,4086,5,1198,58,31053.6
1180,East,Food,1,1549,10,7743,18,1394.1
1181,North,Clothing,16,646,20,9518,60,8268.8
1182,East,Furniture,9,4776,10,6418,39,38685.6
1183,South,Furniture,13,2103,0,848,40,27339.0
1184,East,Furniture,11,2196,20,5874,36,19324.8
1185,North,Furniture,13,803,10,8369,35,9395.1
1186,North,Furniture,10,2503,15,807,29,21275.5
1187,South,Furniture,4,1725,20,3916,45,5520.0
1188,East,Electronics,6,3431,20,5320,45,16468.8
1189,East,Food,7,4833,5,4058,50,32139.45
1190,South,Furniture,5,3078,15,4978,36,13081.5
1191,East,Food,11,4836,0,7031,45,53196.0
1192,East,Food,13,2939,10,5120,54,34386.3
1193,North,Electronics,19,3484,5,3485,43,62886.2
1194,East,Furniture,10,2759,10,8612,52,24831.0
1195,East,Clothing,10,1961,0,8967,51,19610.0
1196,South,Electronics,11,2956,0,3047,52,32516.0
1197,South,Clothing,7,785,20,836,57,4396.0
1198,West,Food,18,4383,0,3479,33,78894.0
1199,North,Food,4,1719,10,4468,55,6188.4
1200,East,Electronics,2,4743,15,1410,30,8063.1
1201,East,Electronics,14,1531,15,2496,40,18218.9
1202,West,Clothing,13,975,20,3629,39,10140.0
1203,East,Furniture,12,4813,10,5947,33,51980.4
1204,North,Clothing,7,2561,10,6629,45,16134.3
1205,West,Electronics,2,1465,0,6350,52,2930.0
1206,North,Clothing,13,1343,10,4704,62,15713.1
1207,West,Electronics,14,262,5,7946,63,3484.6
1208,West,Clothing,17,2074,0,9019,25,35258.0
1209,South,Electronics,9,3391,5,814,61,28993.05
1210,North,Electronics,17,369,20,1634,39,5018.4
1211,East,Electronics,8,731,15,5376,38,4970.8
1212,East,Furniture,2,1005,20,8602,43,1608.0
1213,North,Clothing,13,3571,15,8847,57,39459.55
1214,East,Clothing,3,3353,20,6092,38,8047.2
1215,East,Clothing,16,2114,10,2224,42,30441.6
1216,North,Electronics,6,1741,5,3843,58,9923.7
1217,West,Clothing,19,304,15,1386,18,4909.6
1218,North,Clothing,7,681,0,1221,23,4767.0
1219,West,Electronics,10,940,5,8178,40,8930.0
1220,East,Food,9,1819,0,9604,40,16371.0
1221,East,Electronics,2,2743,5,3857,60,5211.7
1222,East,Clothing,15,2397,5,1370,60,34157.25
1223,South,Electronics,5,974,20,7251,40,3896.0
1224,West,Food,4,789,15,997,49,2682.6
1225,South,Electronics,4,4100,15,2256,47,13940.0
1226,South,Clothing,18,3241,5,1617,30,55421.1
1227,North,Food,4,1522,10,3328,60,5479.2
1228,South,Furniture,17,771,10,2147,35,11796.3
1229,North,Clothing,12,1271,0,7492,40,15252.0
1230,North,Food,17,3826,0,7271,32,65042.0
1231,South,Food,10,1043,20,642,50,8344.0
1232,West,Furniture,1,1549,5,3261,38,1471.55
1233,West,Electronics,18,3837,0,3935,56,69066.0
1234,West,Electronics,18,2639,0,7122,40,47502.0
1235,West,Clothing,14,4059,5,7569,44,53984.7
1236,West,Furniture,15,4360,20,5012,62,52320.0
1237,South,Electronics,12,2461,0,2348,61,29532.0
1238,South,Furniture,4,3752,20,3196,35,12006.4
1239,East,Electronics,3,3770,15,2217,41,9613.5
1240,West,Food,12,1853,20,3572,64,17788.8
1241,South,Electronics,7,2452,10,9759,57,15447.6
1242,East,Furniture,11,2038,10,3286,59,20176.2
1243,West,Food,1,470,20,4291,24,376.0
1244,North,Food,6,4579,10,9980,37,24726.6
1245,East,Food,15,2031,15,4371,44,25895.25
1246,South,Furniture,15,524,5,2306,23,7467.0
1247,North,Clothing,19,4824,10,2004,44,82490.4
1248,North,Clothing,11,994,10,3808,26,9840.6
1249,North,Clothing,2,697,20,7617,62,1115.2
1250,East,Furniture,14,3162,15,5548,48,37627.8
1251,South,Food,2,2436,5,8763,38,4628.4
1252,North,Clothing,4,4788,20,2190,43,15321.6
1253,West,Furniture,17,1787,20,3803,57,24303.2
1254,North,Clothing,3,672,15,3613,62,1713.6
1255,North,Electronics,13,2190,5,9574,30,27046.5
1256,East,Clothing,9,3769,15,8350,40,28832.85
1257,East,Clothing,7,4372,5,6916,37,29073.8
1258,South,Food,15,4724,15,2004,54,60231.0
1259,West,Furniture,11,1733,20,9424,45,15250.4
1260,East,Food,2,1617,20,4424,34,2587.2
1261,North,Food,15,4393,0,9115,45,65895.0
1262,South,Food,14,2757,10,4985,58,34738.2
1263,North,Food,11,3748,15,8600,19,35043.8
1264,North,Food,3,3688,0,9184,42,11064.0
1265,East,Clothing,17,1637,10,691,58,25046.1
1266,South,Food,12,3237,15,9190,23,33017.4
1267,West,Food,15,197,5,5417,28,2807.25
1268,West,Furniture,16,3315,10,6331,55,47736.0
1269,East,Electronics,5,4630,20,9948,23,18520.0
1270,East,Clothing,6,4832,0,4822,62,28992.0
1271,South,Clothing,19,3850,10,7499,28,65835.0
1272,West,Clothing,5,3257,10,9508,31,14656.5
1273,West,Food,3,4783,20,7782,19,11479.2
1274,West,Food,1,443,15,9778,57,376.55
1275,North,Food,6,4766,5,2374,20,27166.2
1276,West,Furniture,15,710,20,9562,52,8520.0
1277,North,Electronics,2,1827,5,5263,50,3471.3
1278,South,Food,3,2390,15,8964,41,6094.5
1279,North,Electronics,17,1954,10,9721,36,29896.2
1280,South,Furniture,12,2708,5,1551,35,30871.2
1281,West,Clothing,18,2179,0,8038,41,39222.0
1282,West,Food,15,2424,0,7911,62,36360.0
1283,South,Electronics,12,4727,20,6820,52,45379.2
1284,East,Electronics,16,1277,15,2605,18,17367.2
1285,South,Food,8,1191,20,807,53,7622.4
1286,East,Clothing,14,2891,20,8237,42,32379.2
1287,North,Clothing,17,1849,20,3859,62,25146.4
1288,North,Clothing,8,2775,0,3676,60,22200.0
1289,North,Furniture,15,881,0,1751,51,13215.0
1290,West,Electronics,14,3148,20,5866,42,35257.6
1291,North,Electronics,18,2205,0,2017,33,39690.0
1292,East,Electronics,7,3967,15,6726,51,23603.65
1293,North,Furniture,3,4642,20,5805,46,11140.8
1294,South,Electronics,12,2213,0,6369,36,26556.0
1295,South,Furniture,3,4070,5,8539,40,11599.5
1296,West,Clothing,14,2091,20,5391,36,23419.2
1297,South,Food,15,1167,20,5492,42,14004.0
1298,East,Electronics,14,1677,15,2461,33,19956.3
1299,North,Electronics,7,1111,10,3363,26,6999.3
1300,West,Clothing,17,2374,10,7103,18,36322.2
1301,North,Food,12,4969,15,5067,59,50683.8
1302,North,Furniture,4,1914,15,7013,36,6507.6
1303,East,Food,9,2526,15,4505,50,19323.9
1304,South,Clothing,6,4502,10,9614,51,24310.8
1305,South,Clothing,16,4974,15,683,33,67646.4
1306,North,Food,2,2651,0,8255,61,5302.0
1307,West,Furniture,8,3757,20,3858,57,24044.8
1308,South,Furniture,11,107,20,7115,35,941.6
1309,West,Electronics,13,2655,5,7297,51,32789.25
1310,South,Furniture,17,575,5,9228,42,9286.25
1311,West,Food,8,2311,20,8178,62,14790.4
1312,East,Clothing,18,584,0,6198,23,10512.0
1313,West,Electronics,18,4754,10,1773,38,77014.8
1314,East,Electronics,14,2385,10,7153,23,30051.0
1315,East,Clothing,15,4663,0,1596,49,69945.0
1316,West,Furniture,6,3625,10,9997,58,19575.0
1317,East,Clothing,11,3439,15,9607,60,32154.65
1318,North,Furniture,13,2922,20,8502,56,30388.8
1319,East,Clothing,1,3024,20,4747,48,2419.2
1320,South,Food,6,358,0,9720,59,2148.0
1321,West,Furniture,9,382,10,5814,27,3094.2
1322,North,Food,8,1998,5,3854,47,15184.8
1323,West,Electronics,11,4235,5,770,35,44255.75
1324,South,Clothing,19,3076,10,1686,41,52599.6
1325,South,Electronics,9,2367,5,6805,26,20237.85
1326,South,Electronics,17,3300,0,2898,48,56100.0
1327,East,Electronics,12,712,0,7495,32,8544.0
1328,East,Electronics,14,787,10,7799,21,9916.2
1329,West,Clothing,15,3790,5,4682,57,54007.5
1330,West,Electronics,16,712,0,2730,26,11392.0
1331,North,Clothing,1,2407,0,7011,62,2407.0
1332,North,Clothing,10,3113,15,628,26,26460.5
1333,West,Food,8,1881,15,9961,43,12790.8
1334,East,Furniture,18,2691,0,4172,21,48438.0
1335,South,Furniture,1,2796,10,5265,34,2516.4
1336,West,Clothing,2,4058,20,4470,33,6492.8
1337,North,Food,1,674,20,8045,32,539.2
1338,East,Clothing,1,2010,0,6052,52,2010.0
1339,West,Clothing,9,3704,0,1127,22,33336.0
1340,West,Clothing,13,769,0,7089,22,9997.0
1341,East,Food,1,4464,10,2544,37,4017.6
1342,West,Furniture,13,1383,15,2841,32,15282.15
1343,East,Food,7,1023,0,6384,35,7161.0
1344,South,Electronics,2,1225,0,8685,64,2450.0
1345,East,Food,6,1629,5,749,19,9285.3
1346,East,Food,7,1694,10,3425,46,10672.2
1347,East,Food,14,346,0,5543,30,4844.0
1348,West,Food,18,3811,5,1474,21,65168.1
1349,West,Furniture,15,1660,20,7692,59,19920.0
1350,East,Electronics,2,2500,0,9675,62,5000.0
1351,West,Furniture,10,2343,0,9580,27,23430.0
1352,North,Furniture,12,3964,5,3172,48,45189.6
1353,North,Food,17,2039,10,7779,58,31196.7
1354,West,Clothing,8,3169,0,8031,25,25352.0
1355,West,Clothing,11,326,20,9162,20,2868.8
1356,East,Furniture,3,3647,0,2487,63,10941.0
1357,South,Furniture,6,364,20,590,26,1747.2
1358,West,Food,9,1495,15,9221,47,11436.75
1359,North,Furniture,6,3657,15,4559,28,18650.7
1360,East,Food,9,745,20,3273,52,5364.0
1361,West,Clothing,7,3090,10,8883,54,19467.0
1362,North,Clothing,9,1999,0,7909,59,17991.0
1363,North,Electronics,18,2604,0,4940,30,46872.0
1364,South,Clothing,12,2872,15,7847,53,29294.4
1365,East,Furniture,8,1254,20,1508,30,8025.6
1366,East,Clothing,8,687,0,4283,29,5496.0
1367,South,Food,18,4671,0,7146,54,84078.0
1368,South,Clothing,15,1921,10,4798,27,25933.5
1369,East,Electronics,7,1085,5,5168,26,7215.25
1370,East,Clothing,11,4179,15,4787,24,39073.65
1371,West,Food,16,3448,15,2552,19,46892.8
1372,West,Food,4,3931,5,6509,40,14937.8
1373,South,Furniture,6,1341,0,2216,56,8046.0
1374,West,Clothing,3,289,10,810,57,780.3
1375,North,Food,9,1080,10,5038,56,8748.0
1376,West,Electronics,10,1798,15,1760,38,15283.0
1377,West,Furniture,14,1815,10,4432,40,22869.0
1378,North,Electronics,11,2693,5,1084,46,28141.85
1379,South,Clothing,18,4236,0,8116,31,76248.0
1380,North,Clothing,12,4533,5,9051,43,51676.2
1381,West,Clothing,12,1198,20,3366,22,11500.8
1382,South,Furniture,13,2426,15,6398,48,26807.3
1383,West,Food,13,3347,10,2511,42,39159.9
1384,North,Furniture,19,995,20,6751,48,15124.0
1385,North,Electronics,19,1774,10,5439,37,30335.4
1386,West,Furniture,14,3009,0,4506,61,42126.0
1387,East,Electronics,4,1030,0,2125,34,4120.0
1388,East,Furniture,13,4484,0,1390,62,58292.0
1389,North,Food,8,823,10,6578,19,5925.6
1390,North,Electronics,19,3040,20,7536,42,46208.0
1391,East,Clothing,12,1189,0,9423,30,14268.0
1392,East,Clothing,18,4678,20,4461,56,67363.2
1393,West,Furniture,6,1035,10,3004,45,5589.0
1394,West,Clothing,18,2395,20,9306,59,34488.0
1395,East,Electronics,19,255,10,4306,23,4360.5
1396,West,Clothing,5,1170,10,6600,20,5265.0
1397,West,Food,9,2058,15,2219,52,15743.7
1398,South,Food,3,2601,10,7186,35,7022.7
1399,West,Furniture,10,4319,10,2087,28,38871.0
1400,North,Electronics,19,3930,5,7500,37,70936.5
1401,West,Food,3,954,0,1396,22,2862.0
1402,West,Food,15,739,15,6058,36,9422.25
1403,East,Electronics,1,2338,15,8969,39,1987.3
1404,North,Clothing,7,1702,15,5147,36,10126.9
1405,West,Clothing,12,541,5,2932,64,6167.4
1406,West,Furniture,17,4728,10,4404,33,72338.4
1407,South,Clothing,5,1436,0,7337,41,7180.0
1408,West,Electronics,4,3800,20,1949,58,12160.0
1409,West,Food,12,1048,10,5000,21,11318.4
1410,South,Clothing,18,3473,5,5954,32,59388.3
1411,East,Furniture,17,559,10,9924,42,8552.7
1412,West,Clothing,19,4746,10,4617,61,81156.6
1413,South,Electronics,9,492,5,9369,52,4206.6
1414,North,Furniture,4,4038,15,2528,31,13729.2
1415,East,Clothing,2,1887,15,7345,36,3207.9
1416,North,Furniture,4,2357,0,4258,55,9428.0
1417,North,Electronics,2,1238,0,6404,53,2476.0
1418,South,Food,15,3908,15,5124,24,49827.0
1419,West,Electronics,2,4841,20,9348,47,7745.6
1420,South,Electronics,4,2554,10,665,36,9194.4
1421,South,Electronics,6,1566,20,5091,42,7516.8
1422,South,Electronics,7,3774,10,1089,33,23776.2
1423,South,Food,10,1477,15,5024,64,12554.5
1424,East,Food,19,2697,0,3321,57,51243.0
1425,West,Furniture,19,241,0,7009,25,4579.0
1426,North,Clothing,12,2759,20,8193,35,26486.4
1427,North,Food,3,4696,0,9954,45,14088.0
1428,West,Food,13,939,15,571,33,10375.95
1429,North,Clothing,18,3718,20,4080,36,53539.2
1430,West,Food,8,4017,10,8462,59,28922.4
1431,North,Electronics,15,695,0,768,34,10425.0
1432,South,Electronics,1,2004,5,2962,62,1903.8
1433,North,Clothing,3,380,0,9960,30,1140.0
1434,West,Furniture,8,523,10,1515,24,3765.6
1435,West,Furniture,4,4465,20,9775,44,14288.0
1436,West,Clothing,16,4349,10,8484,27,62625.6
1437,West,Clothing,10,1850,5,906,51,17575.0
1438,West,Electronics,12,4857,15,7884,53,49541.4
1439,East,Furniture,14,2067,0,6549,42,28938.0
1440,East,Food,14,4188,20,6669,23,46905.6
1441,North,Electronics,2,4278,15,8482,41,7272.6
1442,West,Clothing,5,3046,10,1485,35,13707.0
1443,North,Furniture,5,1549,20,4985,40,6196.0
1444,West,Food,6,2431,15,9401,23,12398.1
1445,West,Food,13,2320,20,3118,46,24128.0
1446,East,Electronics,9,3889,5,6789,42,33250.95
1447,East,Furniture,15,2910,5,7428,34,41467.5
1448,South,Furniture,14,4828,0,5868,63,67592.0
1449,East,Clothing,7,1631,0,5121,41,11417.0
1450,South,Furniture,2,4982,5,8066,28,9465.8
1451,South,Furniture,7,3090,20,5170,43,17304.0
1452,South,Electronics,6,4593,5,8158,51,26180.1
1453,South,Furniture,17,1243,0,1503,45,21131.0
1454,South,Food,2,1033,5,8004,20,1962.7
1455,North,Electronics,3,1560,5,2966,28,4446.0
1456,East,Electronics,5,2823,20,2439,55,11292.0
1457,South,Clothing,5,2612,15,2135,31,11101.0
1458,West,Furniture,1,385,0,8595,43,385.0
1459,East,Clothing,8,364,20,6765,38,2329.6
1460,East,Food,12,2467,5,2395,56,28123.8
1461,South,Electronics,4,3547,5,7024,47,13478.6
1462,North,Electronics,13,1862,15,1573,25,20575.1
1463,South,Electronics,15,3148,0,5684,37,47220.0
1464,North,Food,11,2481,0,2902,49,27291.0
1465,West,Food,10,2369,10,5395,39,21321.0
1466,East,Clothing,3,140,0,7831,24,420.0
1467,West,Clothing,14,167,15,9843,26,1987.3
1468,North,Clothing,16,1087,10,2456,62,15652.8
1469,North,Furniture,10,4108,10,7523,18,36972.0
1470,West,Electronics,10,3298,5,4407,46,31331.0
1471,North,Electronics,12,4890,5,1307,25,55746.0
1472,West,Clothing,9,2624,0,8878,21,23616.0
1473,East,Electronics,1,1185,10,5327,52,1066.5
1474,West,Clothing,5,2579,5,5024,20,12250.25
1475,East,Furniture,8,1793,15,9999,62,12192.4
1476,West,Furniture,11,2415,5,2784,57,25236.75
1477,North,Food,12,878,5,5813,24,10009.2
1478,West,Furniture,1,4689,10,1257,44,4220.1
1479,North,Clothing,11,1685,10,5387,18,16681.5
1480,West,Furniture,5,1592,20,4354,44,6368.0
1481,West,Food,15,760,15,4058,33,9690.0
1482,South,Electronics,5,1448,10,1461,55,6516.0
1483,North,Clothing,12,1399,0,4347,24,16788.0
1484,South,Electronics,5,4040,15,7226,61,17170.0
1485,North,Food,17,2086,15,4075,40,30142.7
1486,South,Food,17,2144,10,9567,58,32803.2
1487,East,Food,12,3616,15,2918,28,36883.2
1488,West,Electronics,15,1158,10,4698,59,15633.0
1489,North,Electronics,15,1076,5,1501,50,15333.0
1490,North,Electronics,6,4677,20,5744,53,22449.6
1491,West,Electronics,12,827,5,7619,54,9427.8
1492,North,Food,18,2627,10,4566,58,42557.4
1493,North,Food,14,3236,10,3345,34,40773.6
1494,South,Clothing,2,442,5,9349,52,839.8
1495,North,Clothing,9,1547,0,5816,22,13923.0
1496,East,Electronics,5,2479,0,922,49,12395.0
1497,East,Furniture,1,3759,0,7215,20,3759.0
1498,West,Furniture,3,626,10,4766,64,1690.2
1499,North,Food,6,1996,15,8049,52,10179.6
1500,West,Food,5,4854,10,6816,31,21843.0
1501,East,Food,5,2173,15,3210,48,9235.25
1502,North,Clothing,1,505,5,9144,48,479.75
1503,North,Clothing,17,1673,20,8569,34,22752.8
1504,West,Food,19,4700,15,2157,41,75905.0
1505,East,Food,14,3840,0,3041,40,53760.0
1506,North,Food,12,4374,10,7263,35,47239.2
1507,West,Furniture,10,4327,5,3575,31,41106.5
1508,East,Clothing,18,1946,0,3664,32,35028.0
1509,West,Furniture,11,1578,5,2553,32,16490.1
1510,South,Furniture,2,2495,20,8979,23,3992.0
1511,North,Food,18,871,10,6237,44,14110.2
1512,South,Food,7,678,10,3717,32,4271.4
1513,East,Electronics,15,3001,20,1947,53,36012.0
1514,South,Electronics,11,293,10,6509,25,2900.7
1515,South,Furniture,18,2107,15,1107,32,32237.1
1516,East,Clothing,12,1285,5,5052,20,14649.0
1517,West,Food,6,2494,0,2264,64,14964.0
1518,South,Food,13,3098,20,9917,30,32219.2
1519,West,Furniture,16,1892,15,9927,58,25731.2
1520,South,Electronics,18,1210,0,9721,51,21780.0
1521,West,Clothing,10,4105,0,3171,41,41050.0
1522,East,Electronics,8,2361,20,7019,57,15110.4
1523,South,Electronics,18,3836,15,4462,49,58690.8
1524,East,Electronics,1,3893,0,3677,49,3893.0
1525,South,Electronics,8,2036,0,4222,47,16288.0
1526,East,Food,6,4975,15,5406,30,25372.5
1527,East,Food,5,4457,10,7763,18,20056.5
1528,South,Electronics,15,829,0,5554,51,12435.0
1529,South,Clothing,15,4478,5,1308,32,63811.5
1530,South,Furniture,2,3551,15,9670,61,6036.7
