Quantity,UnitPrice,Discount,AdvertisingSpend,CustomerAge,Sales,Region_East,Region_North,Region_South,Region_West,Product_Clothing,Product_Electronics,Product_Food,Product_Furniture
3,401,15,1762,59,1022.55,False,True,False,False,False,False,True,False
12,746,20,5547,42,7161.6,False,True,False,False,False,True,False,False
13,4858,15,9635,38,53680.9,True,False,False,False,False,False,True,False
2,1859,10,7882,33,3346.2,True,False,False,False,False,True,False,False
3,4451,0,6731,48,13353.0,True,False,False,False,True,False,False,False
5,697,10,3827,31,3136.5,False,False,True,False,False,False,True,False
11,761,0,6130,56,8371.0,False,False,False,True,False,True,False,False
8,4430,0,2759,45,35440.0,False,False,False,True,True,False,False,False
12,1468,20,1757,49,14092.8,False,False,False,True,False,False,True,False
7,2681,10,964,45,16890.3,False,False,False,True,False,False,True,False
15,3968,15,3794,26,50592.0,True,False,False,False,False,True,False,False
17,3637,10,7274,62,55646.1,False,False,True,False,False,True,False,False
4,4965,20,7931,39,15888.0,False,False,True,False,False,True,False,False
13,4408,0,1730,49,57304.0,True,False,False,False,True,False,False,False
18,4658,20,9576,22,67075.2,False,False,True,False,False,True,False,False
1,382,5,4305,40,362.9,True,False,False,False,False,False,True,False
16,3778,5,6919,22,57425.6,False,False,False,True,False,False,True,False
13,1586,15,6250,59,17525.3,True,False,False,False,False,True,False,False
10,4182,20,4356,49,33456.0,False,False,False,True,False,True,False,False
12,4283,15,3635,27,43686.6,False,False,False,True,False,False,False,True
2,560,15,7453,56,952.0,False,True,False,False,False,False,True,False
3,2425,5,9616,32,6911.25,True,False,False,False,True,False,False,False
10,3854,15,6534,24,32759.0,False,True,False,False,False,False,False,True
2,2568,5,5089,46,4879.2,True,False,False,False,False,True,False,False
13,1824,0,2046,64,23712.0,True,False,False,False,False,True,False,False
13,1476,20,6565,20,15350.4,False,True,False,False,False,False,True,False
18,2843,15,1594,36,43497.9,False,True,False,False,False,True,False,False
3,614,5,2911,27,1749.9,True,False,False,False,True,False,False,False
7,802,10,3117,45,5052.6,False,False,True,False,False,False,True,False
14,1753,15,9454,46,20860.7,False,False,False,True,False,True,False,False
17,2166,0,4645,32,36822.0,False,True,False,False,False,False,True,False
12,122,0,3275,52,1464.0,False,False,False,True,False,True,False,False
16,2560,10,7128,23,36864.0,False,False,True,False,False,True,False,False
12,1404,5,3655,29,16005.6,False,False,True,False,False,True,False,False
15,3400,15,4470,64,43350.0,False,False,True,False,True,False,False,False
10,461,5,8472,55,4379.5,False,True,False,False,True,False,False,False
7,3827,0,9275,30,26789.0,False,False,True,False,False,False,True,False
5,1384,5,5915,46,6574.0,False,True,False,False,False,True,False,False
1,614,0,4831,36,614.0,False,False,True,False,False,True,False,False
17,548,5,2442,20,8850.2,False,False,False,True,True,False,False,False
3,1955,10,6526,25,5278.5,False,False,False,True,False,True,False,False
13,3662,20,8801,25,38084.8,True,False,False,False,True,False,False,False
14,2620,10,691,37,33012.0,False,False,False,True,False,True,False,False
18,3181,10,9595,64,51532.2,True,False,False,False,False,False,True,False
4,1528,20,1361,21,4889.6,False,False,False,True,False,True,False,False
18,4067,20,7211,38,58564.8,False,True,False,False,False,True,False,False
5,1022,15,9775,20,4343.5,False,False,False,True,False,False,False,True
16,3237,15,1149,62,44023.2,True,False,False,False,True,False,False,False
1,2259,10,4634,25,2033.1,True,False,False,False,False,True,False,False
14,2647,10,8087,40,33352.2,False,False,True,False,False,True,False,False
15,3079,0,9328,33,46185.0,False,True,False,False,False,False,False,True
9,2381,0,1536,30,21429.0,False,False,False,True,False,False,False,True
15,2749,15,4631,20,35049.75,False,False,True,False,True,False,False,False
17,413,15,2648,26,5967.85,False,False,False,True,False,False,False,True
4,2713,0,5957,31,10852.0,False,False,False,True,False,False,True,False
12,3183,0,6579,30,38196.0,False,False,True,False,False,False,False,True
5,2356,5,2930,24,11191.0,False,False,True,False,False,False,True,False
5,1137,5,2379,32,5400.75,False,False,True,False,True,False,False,False
11,3589,0,8042,24,39479.0,False,False,True,False,True,False,False,False
6,2734,5,2511,55,15583.8,False,False,True,False,True,False,False,False
7,4083,20,3873,51,22864.8,False,False,False,True,True,False,False,False
14,1878,15,7857,58,22348.2,False,False,True,False,True,False,False,False
11,3995,15,1789,39,37353.25,False,True,False,False,False,False,True,False
13,1224,0,1947,41,15912.0,True,False,False,False,False,False,True,False
2,797,10,3699,54,1434.6,False,False,True,False,True,False,False,False
7,2279,0,6881,61,15953.0,False,False,True,False,False,False,False,True
4,1504,5,8022,18,5715.2,False,False,False,True,False,True,False,False
8,1143,10,6559,27,8229.6,False,False,True,False,True,False,False,False
19,2029,5,3683,60,36623.45,False,False,True,False,False,False,False,True
13,1113,20,5962,33,11575.2,False,False,True,False,False,True,False,False
14,326,5,3716,63,4335.8,False,False,False,True,True,False,False,False
10,1928,20,3636,25,15424.0,False,False,True,False,True,False,False,False
11,2123,20,3818,42,18682.4,True,False,False,False,False,False,True,False
2,2552,5,3282,29,4848.8,False,False,False,True,False,True,False,False
9,2185,5,9682,42,18681.75,True,False,False,False,False,True,False,False
17,4383,20,8157,34,59608.8,False,False,False,True,False,False,False,True
3,1180,10,5420,43,3186.0,False,False,True,False,False,False,True,False
6,2420,20,6824,63,11616.0,True,False,False,False,False,False,True,False
5,3290,15,6827,31,13982.5,False,False,False,True,False,False,True,False
5,2730,20,8917,58,10920.0,False,True,False,False,False,False,True,False
15,2663,10,1276,53,35950.5,False,False,True,False,False,True,False,False
17,3392,15,5708,40,49014.4,False,False,False,True,False,True,False,False
9,4721,0,1187,60,42489.0,False,True,False,False,True,False,False,False
3,3686,0,1029,23,11058.0,False,False,False,True,True,False,False,False
17,4531,10,5567,64,69324.3,False,True,False,False,False,False,True,False
10,3047,20,8580,22,24376.0,False,False,True,False,False,False,True,False
3,4059,5,6018,60,11568.15,True,False,False,False,False,False,True,False
18,2913,10,2653,42,47190.6,False,True,False,False,True,False,False,False
18,2683,15,9986,35,41049.9,False,False,False,True,False,False,False,True
17,261,15,6594,30,3771.45,False,False,True,False,False,False,False,True
3,693,0,7474,60,2079.0,False,True,False,False,True,False,False,False
3,3359,15,5274,31,8565.45,False,False,False,True,True,False,False,False
6,4255,10,8192,45,22977.0,False,False,False,True,True,False,False,False
13,3062,15,3603,35,33835.1,False,False,False,True,True,False,False,False
15,3988,10,2940,45,53838.0,False,True,False,False,True,False,False,False
9,3490,5,4635,44,29839.5,False,True,False,False,True,False,False,False
4,4601,0,7624,49,18404.0,False,True,False,False,False,False,True,False
14,763,15,5701,64,9079.7,True,False,False,False,False,False,True,False
5,1232,10,1344,26,5544.0,False,True,False,False,False,False,True,False
2,641,20,946,57,1025.6,False,True,False,False,False,False,True,False
11,3074,0,4415,49,33814.0,False,True,False,False,True,False,False,False
9,967,5,3609,37,8267.85,True,False,False,False,False,False,False,True
3,2166,10,1734,45,5848.2,False,True,False,False,False,True,False,False
9,531,5,7087,50,4540.05,False,False,False,True,True,False,False,False
3,4935,5,726,21,14064.75,False,True,False,False,False,True,False,False
2,4378,15,4643,63,7442.6,False,False,False,True,False,False,False,True
12,1306,15,7685,51,13321.2,False,False,False,True,False,False,True,False
10,2628,10,6058,20,23652.0,False,False,False,True,False,False,False,True
9,1269,20,686,43,9136.8,True,False,False,False,True,False,False,False
15,930,10,3035,25,12555.0,True,False,False,False,False,False,True,False
8,1751,20,2432,23,11206.4,True,False,False,False,True,False,False,False
5,1236,5,9540,33,5871.0,False,True,False,False,False,False,True,False
11,2910,0,2532,41,32010.0,False,False,False,True,False,True,False,False
2,575,10,1752,56,1035.0,True,False,False,False,False,True,False,False
15,2910,10,6009,47,39285.0,True,False,False,False,False,True,False,False
6,1426,20,5574,62,6844.8,False,True,False,False,False,False,False,True
8,1119,5,2381,30,8504.4,True,False,False,False,True,False,False,False
5,1936,5,769,22,9196.0,False,True,False,False,False,False,False,True
16,4356,20,2130,42,55756.8,False,False,True,False,False,True,False,False
18,2548,5,4905,37,43570.8,True,False,False,False,True,False,False,False
6,4393,15,6639,35,22404.3,False,False,True,False,False,True,False,False
5,1383,0,2074,64,6915.0,False,True,False,False,False,False,False,True
16,759,10,2195,35,10929.6,False,False,False,True,False,False,False,True
13,2110,0,3758,19,27430.0,True,False,False,False,False,False,False,True
5,498,10,3762,27,2241.0,False,True,False,False,False,True,False,False
13,1833,15,1945,62,20254.65,False,False,False,True,True,False,False,False
17,2225,5,6763,64,35933.75,False,False,False,True,True,False,False,False
18,2271,20,8911,29,32702.4,False,False,True,False,False,True,False,False
8,174,15,552,64,1183.2,False,True,False,False,True,False,False,False
13,4797,0,6070,30,62361.0,False,False,False,True,False,True,False,False
19,3571,20,8079,64,54279.2,True,False,False,False,True,False,False,False
3,936,5,2166,28,2667.6,True,False,False,False,False,False,True,False
8,599,15,7401,36,4073.2,False,False,True,False,False,False,True,False
2,237,20,3285,52,379.2,False,False,False,True,False,False,False,True
8,2197,15,1219,56,14939.6,False,True,False,False,False,False,True,False
13,3796,15,9097,43,41945.8,True,False,False,False,False,False,True,False
13,1985,5,7355,63,24514.75,False,False,False,True,False,False,True,False
1,2857,10,2794,31,2571.3,False,False,False,True,False,True,False,False
6,4020,20,8763,62,19296.0,False,False,True,False,False,False,True,False
19,2000,5,9921,61,36100.0,True,False,False,False,False,False,True,False
16,2710,15,4982,41,36856.0,True,False,False,False,False,False,False,True
8,4086,5,1198,58,31053.6,False,True,False,False,False,False,True,False
1,1549,10,7743,18,1394.1,True,False,False,False,False,False,True,False
16,646,20,9518,60,8268.8,False,True,False,False,True,False,False,False
9,4776,10,6418,39,38685.6,True,False,False,False,False,False,False,True
13,2103,0,848,40,27339.0,False,False,True,False,False,False,False,True
11,2196,20,5874,36,19324.8,True,False,False,False,False,False,False,True
13,803,10,8369,35,9395.1,False,True,False,False,False,False,False,True
10,2503,15,807,29,21275.5,False,True,False,False,False,False,False,True
4,1725,20,3916,45,5520.0,False,False,True,False,False,False,False,True
6,3431,20,5320,45,16468.8,True,False,False,False,False,True,False,False
7,4833,5,4058,50,32139.45,True,False,False,False,False,False,True,False
5,3078,15,4978,36,13081.5,False,False,True,False,False,False,False,True
11,4836,0,7031,45,53196.0,True,False,False,False,False,False,True,False
13,2939,10,5120,54,34386.3,True,False,False,False,False,False,True,False
19,3484,5,3485,43,62886.2,False,True,False,False,False,True,False,False
10,2759,10,8612,52,24831.0,True,False,False,False,False,False,False,True
10,1961,0,8967,51,19610.0,True,False,False,False,True,False,False,False
11,2956,0,3047,52,32516.0,False,False,True,False,False,True,False,False
7,785,20,836,57,4396.0,False,False,True,False,True,False,False,False
18,4383,0,3479,33,78894.0,False,False,False,True,False,False,True,False
4,1719,10,4468,55,6188.4,False,True,False,False,False,False,True,False
2,4743,15,1410,30,8063.1,True,False,False,False,False,True,False,False
14,1531,15,2496,40,18218.9,True,False,False,False,False,True,False,False
13,975,20,3629,39,10140.0,False,False,False,True,True,False,False,False
12,4813,10,5947,33,51980.4,True,False,False,False,False,False,False,True
7,2561,10,6629,45,16134.3,False,True,False,False,True,False,False,False
2,1465,0,6350,52,2930.0,False,False,False,True,False,True,False,False
13,1343,10,4704,62,15713.1,False,True,False,False,True,False,False,False
14,262,5,7946,63,3484.6,False,False,False,True,False,True,False,False
17,2074,0,9019,25,35258.0,False,False,False,True,True,False,False,False
9,3391,5,814,61,28993.05,False,False,True,False,False,True,False,False
17,369,20,1634,39,5018.4,False,True,False,False,False,True,False,False
8,731,15,5376,38,4970.8,True,False,False,False,False,True,False,False
2,1005,20,8602,43,1608.0,True,False,False,False,False,False,False,True
13,3571,15,8847,57,39459.55,False,True,False,False,True,False,False,False
3,3353,20,6092,38,8047.2,True,False,False,False,True,False,False,False
16,2114,10,2224,42,30441.6,True,False,False,False,True,False,False,False
6,1741,5,3843,58,9923.7,False,True,False,False,False,True,False,False
19,304,15,1386,18,4909.6,False,False,False,True,True,False,False,False
7,681,0,1221,23,4767.0,False,True,False,False,True,False,False,False
10,940,5,8178,40,8930.0,False,False,False,True,False,True,False,False
9,1819,0,9604,40,16371.0,True,False,False,False,False,False,True,False
2,2743,5,3857,60,5211.7,True,False,False,False,False,True,False,False
15,2397,5,1370,60,34157.25,True,False,False,False,True,False,False,False
5,974,20,7251,40,3896.0,False,False,True,False,False,True,False,False
4,789,15,997,49,2682.6,False,False,False,True,False,False,True,False
4,4100,15,2256,47,13940.0,False,False,True,False,False,True,False,False
18,3241,5,1617,30,55421.1,False,False,True,False,True,False,False,False
4,1522,10,3328,60,5479.2,False,True,False,False,False,False,True,False
17,771,10,2147,35,11796.3,False,False,True,False,False,False,False,True
12,1271,0,7492,40,15252.0,False,True,False,False,True,False,False,False
17,3826,0,7271,32,65042.0,False,True,False,False,False,False,True,False
10,1043,20,642,50,8344.0,False,False,True,False,False,False,True,False
1,1549,5,3261,38,1471.55,False,False,False,True,False,False,False,True
18,3837,0,3935,56,69066.0,False,False,False,True,False,True,False,False
18,2639,0,7122,40,47502.0,False,False,False,True,False,True,False,False
14,4059,5,7569,44,53984.7,False,False,False,True,True,False,False,False
15,4360,20,5012,62,52320.0,False,False,False,True,False,False,False,True
12,2461,0,2348,61,29532.0,False,False,True,False,False,True,False,False
4,3752,20,3196,35,12006.4,False,False,True,False,False,False,False,True
3,3770,15,2217,41,9613.5,True,False,False,False,False,True,False,False
12,1853,20,3572,64,17788.8,False,False,False,True,False,False,True,False
7,2452,10,9759,57,15447.6,False,False,True,False,False,True,False,False
11,2038,10,3286,59,20176.2,True,False,False,False,False,False,False,True
1,470,20,4291,24,376.0,False,False,False,True,False,False,True,False
6,4579,10,9980,37,24726.6,False,True,False,False,False,False,True,False
15,2031,15,4371,44,25895.25,True,False,False,False,False,False,True,False
15,524,5,2306,23,7467.0,False,False,True,False,False,False,False,True
19,4824,10,2004,44,82490.4,False,True,False,False,True,False,False,False
11,994,10,3808,26,9840.6,False,True,False,False,True,False,False,False
2,697,20,7617,62,1115.2,False,True,False,False,True,False,False,False
14,3162,15,5548,48,37627.8,True,False,False,False,False,False,False,True
2,2436,5,8763,38,4628.4,False,False,True,False,False,False,True,False
4,4788,20,2190,43,15321.6,False,True,False,False,True,False,False,False
17,1787,20,3803,57,24303.2,False,False,False,True,False,False,False,True
3,672,15,3613,62,1713.6,False,True,False,False,True,False,False,False
13,2190,5,9574,30,27046.5,False,True,False,False,False,True,False,False
9,3769,15,8350,40,28832.85,True,False,False,False,True,False,False,False
7,4372,5,6916,37,29073.8,True,False,False,False,True,False,False,False
15,4724,15,2004,54,60231.0,False,False,True,False,False,False,True,False
11,1733,20,9424,45,15250.4,False,False,False,True,False,False,False,True
2,1617,20,4424,34,2587.2,True,False,False,False,False,False,True,False
15,4393,0,9115,45,65895.0,False,True,False,False,False,False,True,False
14,2757,10,4985,58,34738.2,False,False,True,False,False,False,True,False
11,3748,15,8600,19,35043.8,False,True,False,False,False,False,True,False
3,3688,0,9184,42,11064.0,False,True,False,False,False,False,True,False
17,1637,10,691,58,25046.1,True,False,False,False,True,False,False,False
12,3237,15,9190,23,33017.4,False,False,True,False,False,False,True,False
15,197,5,5417,28,2807.25,False,False,False,True,False,False,True,False
16,3315,10,6331,55,47736.0,False,False,False,True,False,False,False,True
5,4630,20,9948,23,18520.0,True,False,False,False,False,True,False,False
6,4832,0,4822,62,28992.0,True,False,False,False,True,False,False,False
19,3850,10,7499,28,65835.0,False,False,True,False,True,False,False,False
5,3257,10,9508,31,14656.5,False,False,False,True,True,False,False,False
3,4783,20,7782,19,11479.2,False,False,False,True,False,False,True,False
1,443,15,9778,57,376.55,False,False,False,True,False,False,True,False
6,4766,5,2374,20,27166.2,False,True,False,False,False,False,True,False
15,710,20,9562,52,8520.0,False,False,False,True,False,False,False,True
2,1827,5,5263,50,3471.3,False,True,False,False,False,True,False,False
3,2390,15,8964,41,6094.5,False,False,True,False,False,False,True,False
17,1954,10,9721,36,29896.2,False,True,False,False,False,True,False,False
12,2708,5,1551,35,30871.2,False,False,True,False,False,False,False,True
18,2179,0,8038,41,39222.0,False,False,False,True,True,False,False,False
15,2424,0,7911,62,36360.0,False,False,False,True,False,False,True,False
12,4727,20,6820,52,45379.2,False,False,True,False,False,True,False,False
16,1277,15,2605,18,17367.2,True,False,False,False,False,True,False,False
8,1191,20,807,53,7622.4,False,False,True,False,False,False,True,False
14,2891,20,8237,42,32379.2,True,False,False,False,True,False,False,False
17,1849,20,3859,62,25146.4,False,True,False,False,True,False,False,False
8,2775,0,3676,60,22200.0,False,True,False,False,True,False,False,False
15,881,0,1751,51,13215.0,False,True,False,False,False,False,False,True
14,3148,20,5866,42,35257.6,False,False,False,True,False,True,False,False
18,2205,0,2017,33,39690.0,False,True,False,False,False,True,False,False
7,3967,15,6726,51,23603.65,True,False,False,False,False,True,False,False
3,4642,20,5805,46,11140.8,False,True,False,False,False,False,False,True
12,2213,0,6369,36,26556.0,False,False,True,False,False,True,False,False
3,4070,5,8539,40,11599.5,False,False,True,False,False,False,False,True
14,2091,20,5391,36,23419.2,False,False,False,True,True,False,False,False
15,1167,20,5492,42,14004.0,False,False,True,False,False,False,True,False
14,1677,15,2461,33,19956.3,True,False,False,False,False,True,False,False
7,1111,10,3363,26,6999.3,False,True,False,False,False,True,False,False
17,2374,10,7103,18,36322.2,False,False,False,True,True,False,False,False
12,4969,15,5067,59,50683.8,False,True,False,False,False,False,True,False
4,1914,15,7013,36,6507.6,False,True,False,False,False,False,False,True
9,2526,15,4505,50,19323.9,True,False,False,False,False,False,True,False
6,4502,10,9614,51,24310.8,False,False,True,False,True,False,False,False
16,4974,15,683,33,67646.4,False,False,True,False,True,False,False,False
2,2651,0,8255,61,5302.0,False,True,False,False,False,False,True,False
8,3757,20,3858,57,24044.8,False,False,False,True,False,False,False,True
11,107,20,7115,35,941.6,False,False,True,False,False,False,False,True
13,2655,5,7297,51,32789.25,False,False,False,True,False,True,False,False
17,575,5,9228,42,9286.25,False,False,True,False,False,False,False,True
8,2311,20,8178,62,14790.4,False,False,False,True,False,False,True,False
18,584,0,6198,23,10512.0,True,False,False,False,True,False,False,False
18,4754,10,1773,38,77014.8,False,False,False,True,False,True,False,False
14,2385,10,7153,23,30051.0,True,False,False,False,False,True,False,False
15,4663,0,1596,49,69945.0,True,False,False,False,True,False,False,False
6,3625,10,9997,58,19575.0,False,False,False,True,False,False,False,True
11,3439,15,9607,60,32154.65,True,False,False,False,True,False,False,False
13,2922,20,8502,56,30388.8,False,True,False,False,False,False,False,True
1,3024,20,4747,48,2419.2,True,False,False,False,True,False,False,False
6,358,0,9720,59,2148.0,False,False,True,False,False,False,True,False
9,382,10,5814,27,3094.2,False,False,False,True,False,False,False,True
8,1998,5,3854,47,15184.8,False,True,False,False,False,False,True,False
11,4235,5,770,35,44255.75,False,False,False,True,False,True,False,False
19,3076,10,1686,41,52599.6,False,False,True,False,True,False,False,False
9,2367,5,6805,26,20237.85,False,False,True,False,False,True,False,False
17,3300,0,2898,48,56100.0,False,False,True,False,False,True,False,False
12,712,0,7495,32,8544.0,True,False,False,False,False,True,False,False
14,787,10,7799,21,9916.2,True,False,False,False,False,True,False,False
15,3790,5,4682,57,54007.5,False,False,False,True,True,False,False,False
16,712,0,2730,26,11392.0,False,False,False,True,False,True,False,False
1,2407,0,7011,62,2407.0,False,True,False,False,True,False,False,False
10,3113,15,628,26,26460.5,False,True,False,False,True,False,False,False
8,1881,15,9961,43,12790.8,False,False,False,True,False,False,True,False
18,2691,0,4172,21,48438.0,True,False,False,False,False,False,False,True
1,2796,10,5265,34,2516.4,False,False,True,False,False,False,False,True
2,4058,20,4470,33,6492.8,False,False,False,True,True,False,False,False
1,674,20,8045,32,539.2,False,True,False,False,False,False,True,False
1,2010,0,6052,52,2010.0,True,False,False,False,True,False,False,False
9,3704,0,1127,22,33336.0,False,False,False,True,True,False,False,False
13,769,0,7089,22,9997.0,False,False,False,True,True,False,False,False
1,4464,10,2544,37,4017.6,True,False,False,False,False,False,True,False
13,1383,15,2841,32,15282.15,False,False,False,True,False,False,False,True
7,1023,0,6384,35,7161.0,True,False,False,False,False,False,True,False
2,1225,0,8685,64,2450.0,False,False,True,False,False,True,False,False
6,1629,5,749,19,9285.3,True,False,False,False,False,False,True,False
7,1694,10,3425,46,10672.2,True,False,False,False,False,False,True,False
14,346,0,5543,30,4844.0,True,False,False,False,False,False,True,False
18,3811,5,1474,21,65168.1,False,False,False,True,False,False,True,False
15,1660,20,7692,59,19920.0,False,False,False,True,False,False,False,True
2,2500,0,9675,62,5000.0,True,False,False,False,False,True,False,False
10,2343,0,9580,27,23430.0,False,False,False,True,False,False,False,True
12,3964,5,3172,48,45189.6,False,True,False,False,False,False,False,True
17,2039,10,7779,58,31196.7,False,True,False,False,False,False,True,False
8,3169,0,8031,25,25352.0,False,False,False,True,True,False,False,False
11,326,20,9162,20,2868.8,False,False,False,True,True,False,False,False
3,3647,0,2487,63,10941.0,True,False,False,False,False,False,False,True
6,364,20,590,26,1747.2,False,False,True,False,False,False,False,True
9,1495,15,9221,47,11436.75,False,False,False,True,False,False,True,False
6,3657,15,4559,28,18650.7,False,True,False,False,False,False,False,True
9,745,20,3273,52,5364.0,True,False,False,False,False,False,True,False
7,3090,10,8883,54,19467.0,False,False,False,True,True,False,False,False
9,1999,0,7909,59,17991.0,False,True,False,False,True,False,False,False
18,2604,0,4940,30,46872.0,False,True,False,False,False,True,False,False
12,2872,15,7847,53,29294.4,False,False,True,False,True,False,False,False
8,1254,20,1508,30,8025.6,True,False,False,False,False,False,False,True
8,687,0,4283,29,5496.0,True,False,False,False,True,False,False,False
18,4671,0,7146,54,84078.0,False,False,True,False,False,False,True,False
15,1921,10,4798,27,25933.5,False,False,True,False,True,False,False,False
7,1085,5,5168,26,7215.25,True,False,False,False,False,True,False,False
11,4179,15,4787,24,39073.65,True,False,False,False,True,False,False,False
16,3448,15,2552,19,46892.8,False,False,False,True,False,False,True,False
4,3931,5,6509,40,14937.8,False,False,False,True,False,False,True,False
6,1341,0,2216,56,8046.0,False,False,True,False,False,False,False,True
3,289,10,810,57,780.3,False,False,False,True,True,False,False,False
9,1080,10,5038,56,8748.0,False,True,False,False,False,False,True,False
10,1798,15,1760,38,15283.0,False,False,False,True,False,True,False,False
14,1815,10,4432,40,22869.0,False,False,False,True,False,False,False,True
11,2693,5,1084,46,28141.85,False,True,False,False,False,True,False,False
18,4236,0,8116,31,76248.0,False,False,True,False,True,False,False,False
12,4533,5,9051,43,51676.2,False,True,False,False,True,False,False,False
12,1198,20,3366,22,11500.8,False,False,False,True,True,False,False,False
13,2426,15,6398,48,26807.3,False,False,True,False,False,False,False,True
13,3347,10,2511,42,39159.9,False,False,False,True,False,False,True,False
19,995,20,6751,48,15124.0,False,True,False,False,False,False,False,True
19,1774,10,5439,37,30335.4,False,True,False,False,False,True,False,False
14,3009,0,4506,61,42126.0,False,False,False,True,False,False,False,True
4,1030,0,2125,34,4120.0,True,False,False,False,False,True,False,False
13,4484,0,1390,62,58292.0,True,False,False,False,False,False,False,True
8,823,10,6578,19,5925.6,False,True,False,False,False,False,True,False
19,3040,20,7536,42,46208.0,False,True,False,False,False,True,False,False
12,1189,0,9423,30,14268.0,True,False,False,False,True,False,False,False
18,4678,20,4461,56,67363.2,True,False,False,False,True,False,False,False
6,1035,10,3004,45,5589.0,False,False,False,True,False,False,False,True
18,2395,20,9306,59,34488.0,False,False,False,True,True,False,False,False
19,255,10,4306,23,4360.5,True,False,False,False,False,True,False,False
5,1170,10,6600,20,5265.0,False,False,False,True,True,False,False,False
9,2058,15,2219,52,15743.7,False,False,False,True,False,False,True,False
3,2601,10,7186,35,7022.7,False,False,True,False,False,False,True,False
10,4319,10,2087,28,38871.0,False,False,False,True,False,False,False,True
19,3930,5,7500,37,70936.5,False,True,False,False,False,True,False,False
3,954,0,1396,22,2862.0,False,False,False,True,False,False,True,False
15,739,15,6058,36,9422.25,False,False,False,True,False,False,True,False
1,2338,15,8969,39,1987.3,True,False,False,False,False,True,False,False
7,1702,15,5147,36,10126.9,False,True,False,False,True,False,False,False
12,541,5,2932,64,6167.4,False,False,False,True,True,False,False,False
17,4728,10,4404,33,72338.4,False,False,False,True,False,False,False,True
5,1436,0,7337,41,7180.0,False,False,True,False,True,False,False,False
4,3800,20,1949,58,12160.0,False,False,False,True,False,True,False,False
12,1048,10,5000,21,11318.4,False,False,False,True,False,False,True,False
18,3473,5,5954,32,59388.3,False,False,True,False,True,False,False,False
17,559,10,9924,42,8552.7,True,False,False,False,False,False,False,True
19,4746,10,4617,61,81156.6,False,False,False,True,True,False,False,False
9,492,5,9369,52,4206.6,False,False,True,False,False,True,False,False
4,4038,15,2528,31,13729.2,False,True,False,False,False,False,False,True
2,1887,15,7345,36,3207.9,True,False,False,False,True,False,False,False
4,2357,0,4258,55,9428.0,False,True,False,False,False,False,False,True
2,1238,0,6404,53,2476.0,False,True,False,False,False,True,False,False
15,3908,15,5124,24,49827.0,False,False,True,False,False,False,True,False
2,4841,20,9348,47,7745.6,False,False,False,True,False,True,False,False
4,2554,10,665,36,9194.4,False,False,True,False,False,True,False,False
6,1566,20,5091,42,7516.8,False,False,True,False,False,True,False,False
7,3774,10,1089,33,23776.2,False,False,True,False,False,True,False,False
